[2023-07-26T02:58:19.380] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB|Threshold                    |
[2023-07-26T02:58:33.941] [INFO] default - My Object      |50000000|3364284.753  |0.109    |42452.097  |0.137    |1000000|3472222.222  |2450980.392  |3571428.571  |0.109       |121.48      |0.133       |100         |100         |100.000    |347222.222  |4768.372  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:34.222] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:34.222] [INFO] default - My Object      |51000000|3368115.176  |0.109    |42452.097  |0.137    |1000000|3571428.571  |2450980.392  |3571428.571  |0.109       |217.01      |0.129       |100         |100         |100.000    |357142.857  |4863.739  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:34.503] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:34.503] [INFO] default - My Object      |52000000|3371369.295  |0.109    |42452.097  |0.137    |1000000|3546099.291  |2450980.392  |3571428.571  |0.109       |232.7       |0.130       |100         |100         |100.000    |354609.929  |4959.106  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:34.780] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:34.781] [INFO] default - My Object      |53000000|3375581.173  |0.109    |42452.097  |0.137    |1000000|3610108.303  |2450980.392  |3610108.303  |0.109       |173.37      |0.128       |100         |100         |100.000    |361010.830  |5054.474  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:35.060] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:35.061] [INFO] default - My Object      |54000000|3379012.577  |0.109    |42452.097  |0.136    |1000000|3571428.571  |2450980.392  |3610108.303  |0.109       |153.33      |0.128       |100         |100         |100.000    |357142.857  |5149.841  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:35.342] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:35.342] [INFO] default - My Object      |55000000|3381909.857  |0.109    |42452.097  |0.136    |1000000|3546099.291  |2450980.392  |3610108.303  |0.109       |178.77      |0.129       |100         |100         |100.000    |354609.929  |5245.209  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:35.626] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:35.626] [INFO] default - My Object      |56000000|3384299.269  |0.109    |42452.097  |0.136    |1000000|3521126.761  |2450980.392  |3610108.303  |0.109       |183.52      |0.131       |100         |100         |100.000    |352112.676  |5340.576  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:35.912] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:35.913] [INFO] default - My Object      |57000000|3386205.667  |0.109    |42452.097  |0.136    |1000000|3496503.497  |2450980.392  |3610108.303  |0.109       |161.4       |0.132       |100         |100         |100.000    |349650.350  |5435.944  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:36.195] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:36.195] [INFO] default - My Object      |58000000|3388840.199  |0.109    |42452.097  |0.136    |1000000|3546099.291  |2450980.392  |3610108.303  |0.109       |167.869     |0.130       |100         |100         |100.000    |354609.929  |5531.311  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:36.474] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:36.474] [INFO] default - My Object      |59000000|3391779.247  |0.109    |42452.097  |0.136    |1000000|3571428.571  |2450980.392  |3610108.303  |0.109       |160.54      |0.129       |100         |100         |100.000    |357142.857  |5626.678  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:36.753] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:36.753] [INFO] default - My Object      |60000000|3394817.246  |0.109    |42452.097  |0.136    |1000000|3584229.391  |2450980.392  |3610108.303  |0.109       |160.109     |0.128       |100         |100         |100.000    |358422.939  |5722.046  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:37.034] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:37.034] [INFO] default - My Object      |61000000|3397382.345  |0.109    |42452.097  |0.136    |1000000|3558718.861  |2450980.392  |3610108.303  |0.109       |160.21      |0.129       |100         |100         |100.000    |355871.886  |5817.413  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:37.318] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:37.318] [INFO] default - My Object      |62000000|3399309.173  |0.109    |42452.097  |0.136    |1000000|3521126.761  |2450980.392  |3610108.303  |0.109       |116.68      |0.130       |100         |100         |100.000    |352112.676  |5912.781  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:37.599] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:37.600] [INFO] default - My Object      |63000000|3401727.862  |0.109    |42452.097  |0.135    |1000000|3558718.861  |2450980.392  |3610108.303  |0.109       |148.2       |0.130       |100         |100         |100.000    |355871.886  |6008.148  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:37.885] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:37.885] [INFO] default - My Object      |64000000|3403169.201  |0.109    |42452.097  |0.135    |1000000|3496503.497  |2450980.392  |3610108.303  |0.109       |88.18       |0.131       |100         |100         |100.000    |349650.350  |6103.516  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:38.164] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:38.164] [INFO] default - My Object      |65000000|3405816.086  |0.109    |42452.097  |0.135    |1000000|3584229.391  |2450980.392  |3610108.303  |0.109       |96.41       |0.128       |100         |100         |100.000    |358422.939  |6198.883  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:38.454] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:38.454] [INFO] default - My Object      |66000000|3406451.613  |0.109    |42452.097  |0.135    |1000000|3448275.862  |2450980.392  |3610108.303  |0.109       |201.58      |0.134       |100         |100         |100.000    |344827.586  |6294.250  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:38.740] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:38.741] [INFO] default - My Object      |67000000|3407761.558  |0.109    |42452.097  |0.135    |1000000|3496503.497  |2450980.392  |3610108.303  |0.109       |149.509     |0.132       |100         |100         |100.000    |349650.350  |6389.618  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:39.020] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:39.020] [INFO] default - My Object      |68000000|3410059.676  |0.109    |42452.097  |0.135    |1000000|3571428.571  |2450980.392  |3610108.303  |0.109       |145.07      |0.129       |100         |100         |100.000    |357142.857  |6484.985  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:39.308] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:39.309] [INFO] default - My Object      |69000000|3410944.683  |0.109    |42452.097  |0.135    |1000000|3472222.222  |2450980.392  |3610108.303  |0.109       |208.95      |0.133       |100         |100         |100.000    |347222.222  |6580.353  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:39.600] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:39.601] [INFO] default - My Object      |70000000|3411139.808  |0.109    |42452.097  |0.135    |1000000|3424657.534  |2450980.392  |3610108.303  |0.109       |94.56       |0.134       |100         |100         |100.000    |342465.753  |6675.720  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:39.880] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:39.880] [INFO] default - My Object      |71000000|3413297.438  |0.109    |42452.097  |0.135    |1000000|3571428.571  |2450980.392  |3610108.303  |0.109       |155.93      |0.129       |100         |100         |100.000    |357142.857  |6771.088  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
[2023-07-26T02:58:40.163] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB  |Threshold                                           |
[2023-07-26T02:58:40.164] [INFO] default - My Object      |72000000|3414911.781  |0.109    |42452.097  |0.135    |1000000|3533568.905  |2450980.392  |3610108.303  |0.109       |112.64      |0.130       |100         |100         |100.000    |353356.890  |6866.455  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0  |
